Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Moving_Average,RSI,EMA_12,EMA_26,MACD,Signal_Line,TR,ATR
2024-11-05 00:00:00-05:00,169.42999267578125,170.52999877929688,168.83999633789062,169.74000549316406,18242100,0.0,0.0,,,169.74000549316406,169.74000549316406,0.0,0.0,1.69000244140625,
2024-11-06 00:00:00-05:00,173.8000030517578,176.94000244140625,173.5,176.50999450683594,33695500,0.0,0.0,,,170.78154226449817,170.24148616084346,0.540056103654706,0.10801122073094122,7.1999969482421875,
2024-11-07 00:00:00-05:00,177.41000366210938,181.0800018310547,177.19000244140625,180.75,25352900,0.0,0.0,,,172.31515114688307,171.01989459337358,1.295256553509489,0.34546028728665085,4.57000732421875,
2024-11-08 00:00:00-05:00,180.64999389648438,180.89999389648438,178.0800018310547,178.35000610351562,22006200,0.0,0.0,,,173.24359037098037,171.56286581634706,1.680724554633315,0.6125131407559836,2.8199920654296875,
2024-11-11 00:00:00-05:00,178.5800018310547,180.5500030517578,178.47000122070312,180.35000610351562,17450400,0.0,0.0,177.14000244140624,,174.33688509906273,172.21376509687806,2.1231200021846632,0.9146345130417195,2.1999969482421875,
2024-11-12 00:00:00-05:00,179.82000732421875,182.49000549316406,179.38999938964844,181.6199951171875,25134900,0.0,0.0,179.51600036621093,,175.45736356338963,172.91052287616023,2.5468406872294054,1.2410757478792567,3.100006103515625,
2024-11-13 00:00:00-05:00,180.4600067138672,180.9600067138672,178.5399932861328,178.8800048828125,23184000,0.0,0.0,179.99000244140626,,175.98392376637779,173.35270672850484,2.6312170378729434,1.519104005877994,3.0800018310546875,
2024-11-14 00:00:00-05:00,178.27999877929688,178.82000732421875,174.32000732421875,175.5800018310547,31007500,0.0,0.0,178.95600280761718,,175.92178193017423,173.51769155091597,2.404090379258264,1.696101280554048,4.55999755859375,
2024-11-15 00:00:00-05:00,173.72999572753906,174.13999938964844,171.22000122070312,172.49000549316406,32504600,0.0,0.0,177.78400268554688,,175.39381632448035,173.44156665774915,1.9522496667312055,1.7473309577894796,4.3600006103515625,
2024-11-18 00:00:00-05:00,173.4199981689453,175.44000244140625,172.89999389648438,175.3000030517578,20206600,0.0,0.0,176.7740020751953,,175.37938351329225,173.5792286128609,1.8001549004313517,1.7578957463178542,2.9499969482421875,
2024-11-19 00:00:00-05:00,173.72000122070312,178.8699951171875,173.55999755859375,178.1199951171875,23434900,0.0,0.0,176.07400207519532,,175.80101606773766,173.91558168725547,1.8854343804821951,1.7834034731507225,5.30999755859375,
2024-11-20 00:00:00-05:00,177.33999633789062,177.67999267578125,173.77999877929688,175.97999572753906,18997100,0.0,0.0,175.49400024414064,,175.8285514000148,174.06850124579498,1.7600501542198117,1.7787328093645405,4.339996337890625,
2024-11-21 00:00:00-05:00,173.89999389648438,174.1300048828125,163.6999969482422,167.6300048828125,59734400,0.0,0.0,173.90400085449218,,174.56723655121442,173.59157558927777,0.9756609619366543,1.6181184398789632,12.279998779296875,
2024-11-22 00:00:00-05:00,165.85000610351562,166.4600067138672,163.89999389648438,164.75999450683594,38604600,0.0,0.0,172.35799865722657,44.4419467236147,173.0584300828485,172.93738439798577,0.12104568486273592,1.3187038888757179,3.730010986328125,4.442143031529018
2024-11-25 00:00:00-05:00,166.08999633789062,168.6300048828125,165.61000061035156,167.64999389648438,33135300,0.0,0.0,170.82799682617187,47.808750790696514,172.22636297725404,172.545725842319,-0.31936286506496003,0.9910905380875824,3.8700103759765625,4.5978578839983255
2024-11-26 00:00:00-05:00,167.6300048828125,169.82000732421875,167.5800018310547,169.1199951171875,20486700,0.0,0.0,169.0279968261719,41.28331585716553,171.74846022955148,172.29196801082776,-0.5435077812762756,0.6841708742148108,2.2400054931640625,4.2435727800641745
2024-11-27 00:00:00-05:00,169.0,169.47999572753906,168.02000427246094,169.22999572753906,19266500,0.0,0.0,167.67799682617186,34.94509263561332,171.36100415231883,172.06515524910267,-0.7041510967838462,0.40650648001507944,1.459991455078125,4.021428789411273
2024-11-29 00:00:00-05:00,168.5,169.42999267578125,167.16000366210938,168.9499969482422,14257200,0.0,0.0,167.9419952392578,36.9949955013133,170.99007996707627,171.83440278237225,-0.8443228152959819,0.15634062095286716,2.269989013671875,3.982142857142857
2024-12-02 00:00:00-05:00,168.77000427246094,172.0800018310547,168.57000732421875,171.49000549316406,23789100,0.0,0.0,169.28799743652343,37.9225653418108,171.0669915864744,171.8088918720605,-0.7419002855861265,-0.02330756035493159,3.5099945068359375,4.075714111328125
2024-12-03 00:00:00-05:00,171.49000549316406,172.67999267578125,170.85000610351562,171.33999633789062,22248700,0.0,0.0,170.0259979248047,35.54555752941479,171.1089923174615,171.7741588695294,-0.6651665520678876,-0.1516793586975228,1.829986572265625,3.9849984305245534
2024-12-04 00:00:00-05:00,171.14999389648438,174.91000366210938,171.05999755859375,174.3699951171875,31596900,0.0,0.0,171.07599792480468,43.709889821772265,171.6106850558809,171.9664430360226,-0.35575798014170346,-0.19249508298635892,3.850006103515625,4.039998735700335
